cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-date_patch,jem-id_species,jem-id_patched_cell_container,jem-id_rig_user,jem-roi_super,jem-roi_major,jem-roi_minor,cell_id,rna_amplification_pass_fail,Genes.Detected.CPM,avg.cor,ttype,supertype,subclass,ephys_qc,failed_bad_rs,failed_electrode_0,tau,avg_isi,upstroke_downstroke_ratio_short_square,threshold_v_ramp,peak_v_short_square,upstroke_downstroke_ratio_ramp,sag,trough_t_ramp,slow_trough_v_ramp,vrest,has_pause,trough_v_long_square,input_resistance_mohm,trough_t_short_square,fast_trough_v_ramp,trough_t_long_square,threshold_v_long_square,slow_trough_v_long_square,peak_t_ramp,threshold_t_short_square,slow_trough_t_long_square,input_access_resistance_ratio,fast_trough_t_long_square,ri,threshold_t_long_square,threshold_v_short_square,threshold_t_ramp,vm_for_sag,threshold_i_long_square,threshold_i_short_square,slow_trough_t_ramp,peak_v_ramp,fast_trough_v_short_square,fast_trough_t_short_square,fast_trough_t_ramp,initial_access_resistance_mohm,slow_trough_t_short_square,threshold_i_ramp,slow_trough_v_short_square,peak_t_short_square,trough_v_short_square,f_i_curve_slope,created_at,peak_t_long_square,seal_gohm,trough_v_ramp,latency,fast_trough_v_long_square,upstroke_downstroke_ratio_long_square,,peak_v_long_square,adaptation
Slc17a6-IRES-Cre;Ai14-443197.04.02.03,6.272878038,3.859853981,0.615324251,2.674130728,0.42630045,2/18/2019,Mouse,P8S4_190218_359_A01,lindsayn,Cortical,VISp,L2-3,825002523,Pass,7743,0.71590192,0100 L4/5 IT CTX Glut_6,L4/5 IT CTX Glut_6,L4/5 IT CTX,auto_passed,FALSE,FALSE,22.74055585,55.54941176,4.422817326,-27.42083549,50.75208664,4.552348664,0.052322853,1.924266667,-46.47500229,-70.25631773,,-47.78125,412.891264,1.29322,-38.90208435,0.9967,-27.24374962,-47.78125,1.89912,0.503143333,0.9967,0.027022904,0.96234,269.1224515,0.95764,-32.52396011,1.89864,-102.1687546,29.99999809,530,1.924266667,52.26042175,-41.38437716,0.505553333,1.902446667,11.157521,,35,,0.503553333,-70.5479126,0.346308718,13:54.2,0.9581,4.525969408,-46.47500229,0.05506,-39.78125,4.641472983,,53.60000229,0.021090208
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-538258.04.02.01,4.012463025,2.695988705,0.671903688,1.718694336,0.428338984,8/7/2020,Mouse,P8S4_200807_353_A01,lindsayn,Cortical,VISp,L5,1041477358,Pass,8537,0.76229996,0760 Sst Gaba_1,Sst Gaba_1,Sst,auto_passed,FALSE,FALSE,,,,,,,,,,,,,200.28936,,,,,,,,,0.061273375,,,,,,,,,,,,,,12.272405,,,,,,,,,1.806196096,,,,,,,
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-460695.04.02.01,9.314740167,6.04778015,0.649269871,3.991461036,0.428510185,5/7/2019,Mouse,P8S4_190507_356_A01,lindsayn,Cortical,VISp,L5,864314373,Pass,8034,0.729202148,0814 Sst Gaba_14,Sst Gaba_14,Sst,manual_passed,FALSE,FALSE,21.79538371,42.16727273,2.087427393,,33.29999924,,0.03166898,,,-68.14375028,,-54.20000076,255.854112,1.14636,,0.6058,-32.76250076,,,0.50314,,0.065205597,0.60558,252.7498901,0.60334,-38.21875,,-97.61875153,70,400,,,-58.32500076,0.50522,,16.68312,,,,0.50358,-69.15625,0.240186916,04:30.8,0.6039,1.582030336,,0.02116,-54.03749847,1.826217173,,30.29374886,0.049952165
Vip-IRES-Cre;Ai14-453368.04.02.01,7.27187273,4.700809833,0.646437308,3.11876718,0.428880881,4/2/2019,Mouse,P8S4_190402_352_A01,lindsayn,Cortical,VISp,L2-3,844845510,Pass,7360,0.758019932,0641 Vip Gaba_5,Vip Gaba_5,Vip,manual_passed,FALSE,FALSE,14.24390556,106.34,3.595832104,-28.27291679,52.875,3.519910532,0.025272716,2.6947,-38.08333206,-60.1101799,,-39.51250076,302.627712,1.20494,-38.33541489,0.58576,-28.69375038,-39.51250076,2.692486667,0.50312,0.58576,0.04637612,0.56748,200.5168498,0.56488,-34.29999924,2.691893333,-86.61249542,60,300,2.72156,48.26874924,-43.41249847,0.50608,2.694546667,14.034699,,54.83333206,,0.50356,-60.59375,0.14,44:23.6,0.5654,1.096046208,-38.45208359,0.01694,-38.96875,3.797448445,,51.52499771,0.040755277
Gad2-IRES-Cre;Ai14-473603.04.02.01,5.444858683,3.722106308,0.683600168,2.340977945,0.429942829,7/9/2019,Mouse,P8S4_190709_352_A01,lindsayn,Cortical,VISp,L5,902255361,Pass,9639,0.754886137,0064 L5 IT CTX Glut_4,L5 IT CTX Glut_4,L5 IT CTX,manual_passed,TRUE,TRUE,,,3.113946852,-31.20000267,35.79062653,2.93697573,,4.899566667,-48.17708333,,,,,1.59622,-41.96458054,,,,4.870526667,0.50313,,,,,,-38.453125,4.86994,,,690,4.899566667,38.74375153,-46.96875,0.50566,4.873006667,,,109.3333359,,0.50359,-70.515625,,20:59.1,,,-48.17708206,,,,,,
Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02.01,8.940016636,5.524140049,0.617911607,3.843823729,0.429957111,12/3/2019,Mouse,PAS4_191203_452_A01,ramr,Cortical,VISp,L5,992003760,Pass,8710,0.731432277,0673 Sncg Gaba_3,Sncg Gaba_3,Sncg,manual_passed,TRUE,TRUE,,,2.648253554,-38.94166946,27.00625229,3.153803866,,3.01356,,,,,,1.53838,-45.26250076,,,,3.01202,0.50344,,,,,,-41.25624847,3.011606667,,,520,,32.45208359,-46.81875229,0.50498,3.013406667,,,62.83332825,,0.5038,-70.81874847,,43:42.2,,,-45.3354187,,,,,,
Nkx2-1-CreERT2;Ai14-523532.03.02.01,3.099030173,1.950627466,0.629431582,1.333654225,0.430345673,6/9/2020,Mouse,PFS4_200609_704_A01,jessicat,Cortical,TEa,L2-3,1029067015,Pass,8689,0.711584902,0163 L2/3 IT PIR-ENTl Glut_6,L2/3 IT PIR-ENTl Glut_6,L2/3 IT PIR-ENTl,auto_passed,FALSE,FALSE,18.67947639,199.4,4.83623405,-31.25416756,57.93750381,4.132354106,0.043078534,14.54953333,-45.98124949,-72.1193718,,-48.74375153,66.250836,1.18604,-36.90208435,0.7313,-38.32500458,,14.49490667,0.50348,,0.108773307,0.66162,63.93745542,0.65808,-50.16875458,14.49434,-78.80000305,300,1550,14.54953333,58.30208969,-43.09999847,0.5068,14.49762667,7.2063225,,349.9166565,,0.50402,-72.50000763,0.05,44:20.0,0.6586,2.315478784,-45.98125076,0.08388,-40.38124847,4.74725943,,57.63125229,
Chrna2-Cre_OE25;Sst-IRES-FlpO;Ai65-510834.08.09.01,6.234384652,4.048302343,0.649350749,2.683822155,0.430487098,2/17/2020,Mouse,P8S4_200217_355_A01,lindsayn,Cortical,RSPv,L5,1007854858,Pass,7230,0.705591439,0813 Sst Gaba_14,Sst Gaba_14,Sst,auto_passed,FALSE,FALSE,20.26807636,27.12,1.613170153,,11.30624962,,0.015488997,,,-64.98662082,,-65.19374847,355.09632,0.50686,,0.52526,-45.85625076,,,0.5031,,0.033596093,0.5252,202.1249831,0.523,-48.77499771,,-88.79374695,90,250,,,-67.92499542,0.50556,,11.929849,,,,0.50372,-68.23124695,0.070454545,04:04.2,0.52364,3.144327936,,0.0084,-65.13124847,1.548539501,,15.59999943,0.0873215
Slc32a1-IRES-Cre;Ai14-511086.07.06.02,12.81881808,7.513649514,0.586142144,5.547162046,0.432735843,2/25/2020,Mouse,P8S4_200225_352_A01,lindsayn,Cortical,ORB,L5,1010175899,Pass,6587,0.732961374,0708 Lamp5 Gaba_1,Lamp5 Gaba_1,Lamp5,auto_passed,FALSE,FALSE,9.252485737,75.15833333,2.042344006,-36.31041336,24.50625038,3.39412538,0.021803649,5.468193333,-52.27500025,-72.53921738,,-52.08749771,224.116608,1.1048,-49.42499924,0.69912,-36.69374847,-52.08749771,5.454933333,0.5031,0.69912,0.045745111,0.68986,133.0625117,0.6845,-42,5.454266667,-87.75624847,130,630,5.468193333,26.04999733,-60.17499924,0.51014,5.459553333,10.252239,,123.9583359,,0.5037,-72.68125153,0.22,18:59.4,0.68516,1.20230848,-52.27499771,0.04982,-48.4375,3.542822493,,27.43124962,0.009947971
Rorb-IRES2-Cre-neo;Ai14-531585.06.06.01,17.31746924,9.957972432,0.575024693,7.49460058,0.432776896,6/29/2020,Mouse,P8S4_200629_353_A01,lindsayn,Cortical,ORB,L2-3,1033184436,Pass,9516,0.775766872,0351 L5 ET CTX Glut_1,L5 ET CTX Glut_1,L5 ET CTX,auto_passed,FALSE,FALSE,15.62239385,96.30444444,2.699416097,-37.38541794,43.12500381,2.515043062,0.208620295,4.266013333,-60.17291768,-68.56978538,,-60.53125,178.079552,0.5423,-49.90416336,1.37112,-36.68125153,,4.234306667,0.503,,0.053281934,1.33548,131.1564147,1.33352,-46.03125,4.233866667,-83.01875305,90,580,4.266013333,43.21667099,-55.70000458,0.50504,4.235773333,9.488423,,93.45833588,,0.50338,-71,0.193965517,23:10.3,1.33396,2.704965632,-60.17291641,0.05692,-50,2.563581678,,42.36249924,-0.009223191
Sst-IRES-Cre;Ai14-572055.04.10.05,10.37624361,7.1404086,0.688149668,4.502908512,0.433963261,3/31/2021,Mouse,PJS4_210331_805_A01,sarav,Subcortical,STRv,ACB,1093649786,Fail,2600,0.319817515,0964 STR D1 Gaba_9,STR D1 Gaba_9,STR D1,auto_passed,FALSE,FALSE,4.664719978,106.24375,3.770290276,-36.9296875,51.78125381,3.720483933,0.046409007,10.54844625,-50.39062881,-80.10539703,,-50.46875381,113.282216,0.80551,-45.609375,0.861625,-36.03125,-50.46875381,10.497805,0.502985,0.861625,0.095035632,0.82827,58.90636146,0.825885,-43.09375381,10.49736,-87.03125,280,1170,10.54844625,54.734375,-50.78125381,0.505735,10.4996175,10.765847,,249.96875,,0.503395,-80.65625,0.17,04:36.8,0.82634,6.47856128,-50.39062881,0.132205,-45.53125,3.767001555,,54.25,0.027565205
Htr3a-Cre_NO152;Ai14-450876.04.02.01,8.59316177,4.961231791,0.577346491,3.737105376,0.434892939,3/21/2019,Mouse,P8S4_190321_351_A01,lindsayn,Cortical,VISp,L2-3,839819559,Pass,7854,0.747053481,0709 Lamp5 Gaba_1,Lamp5 Gaba_1,Lamp5,manual_passed,TRUE,TRUE,10.6304592,96.67111111,3.420987279,-31.71666908,40.15624619,4.626787544,0.026028514,8.03522,-54.71458435,-70.36322937,,-54.45000076,,0.691615,-51.73125076,0.70182,-32.75000381,-54.45000076,8.022646667,0.50308,0.70182,,0.69458,104.1875035,0.68848,-38.1796875,8.022253333,-81.71250916,190,840,8.03522,40.53125,-60.31718826,0.510015,8.028593333,,,188.0833282,,0.503435,-70.77812958,0.180000044,03:33.9,0.6889,,-54.71458435,0.05344,-51.07500458,4.76088626,,39.14375305,0.017542277
Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02,6.610193627,4.012816299,0.607064865,2.877709216,0.435344164,3/15/2019,Mouse,P8S4_190315_353_A01,lindsayn,Cortical,VISp,L5,837661310,Pass,6420,0.604572205,0813 Sst Gaba_14,Sst Gaba_14,Sst,manual_passed,FALSE,FALSE,36.86460226,69.21454545,2.212967999,-32.9770813,32.09999847,2.5040209,0.042473905,2.432913333,-49.46249771,-67.84695616,,-51.95000076,284.313664,1.375875,-50.77083206,0.64926,-35.41875076,,2.430926667,0.50303,,0.060463461,0.64906,265.3261125,0.64656,-37.1953125,2.430406667,-101.7687454,50,480,2.49924,37.28333282,-56.16562271,0.50525,2.432766667,17.190588,,48.33333206,,0.503475,-67.67031097,0.255,41:13.8,0.6471,1.625873408,-50.83958054,0.04186,-51.79999924,2.547233973,,34.04999924,0.042590514
Slc17a7-IRES2-Cre;Ai14-498905.03.02.03,4.889508462,3.179277119,0.65022428,2.133920234,0.436428375,11/25/2019,Mouse,P8S4_191125_357_A01,lindsayn,Cortical,VISp,L5,990350690,Pass,7148,0.672110277,0085 L4/5 IT CTX Glut_3,L4/5 IT CTX Glut_3,L4/5 IT CTX,manual_passed,TRUE,TRUE,,,3.61626777,-36.91250229,49.35312653,3.593043981,,2.263633333,-55.27500153,,,,,0.73298,-42.33958435,,,,2.19376,0.50316,,,,,,-44.35625458,2.193233333,,,530,2.263633333,50.03750229,-44.44999695,0.50551,2.196606667,,,42.375,,0.50362,-75.125,,09:34.2,,,-55.27499771,,,,,,
Nos1-CreERT2;Sst-IRES-FlpO;Ai65-553471.07.09.01,2.757984299,1.017986518,0.369105262,1.204140713,0.436601729,11/12/2020,Mouse,PJS4_201112_804_A01,sarav,Subcortical,EPI,LH,1063231509,Pass,6982,0.648904523,2901 PRC-PAG Tcf7l2 Irx2 Glut_1,PRC-PAG Tcf7l2 Irx2 Glut_1,PRC-PAG Tcf7l2 Irx2,auto_passed,FALSE,FALSE,,,2.503535973,-41.28125381,41.31250381,2.21405936,,1.144426667,-56.56250381,,,,990.073536,1.497058333,-56.19792175,,,,1.138871667,0.502935,,0.009979097,,,,-38.375,1.137151667,,,340,1.13318,37.80208206,-60.55208206,0.508608333,1.143535,9.88004,,16,,0.504178333,-79.96875763,,34:42.7,,5.430368768,-56.54167175,,,,,,
Calb1-IRES2-Cre-neo;Ai14-448133.04.02.01,12.97627009,8.428938442,0.649565583,5.666971308,0.436718045,3/15/2019,Mouse,P8S4_190315_352_A01,lindsayn,Cortical,VISp,L6b,837641396,Pass,7430,0.739780753,0812 Sst Gaba_14,Sst Gaba_14,Sst,manual_passed,FALSE,FALSE,12.99897499,16.94,2.425686607,,27.54999924,,0.022068501,,,-72.43727722,,-52.83124924,331.721792,1.15177,,0.58094,-37.8125,,,0.50319,,0.048653608,0.5806,279.624939,0.57844,-42.484375,,-98.67499542,70,330,,,-52.99687576,0.50548,,16.139462,,,,0.50361,-72.74687195,0.035,40:56.7,0.5789,3.068045824,,0.01814,-52.63750076,2.503713212,,30.16874886,
Ctgf-T2A-dgCre;Ai14-496566.03.01.01,3.651309079,2.920283742,0.799790891,1.596271559,0.437177879,11/15/2019,Mouse,P1S4_191115_001_A01,kristenh,Cortical,VISp,L6b,984004103,Pass,7358,0.747898514,0414 L6b/CT ENT Glut_2,L6b/CT ENT Glut_2,L6b/CT ENT,manual_passed,TRUE,TRUE,,,3.993056575,-43.48624802,38.72812653,4.293138992,,2.292416,-56.97375259,,,,,1.57502,-53.16374969,,,,2.262968,0.50329,,,,,,-46.71875381,2.262468,,,360,2.292416,37.88000107,-55.52500153,0.50715,2.267612,,,44.125,,0.50371,-70.328125,,07:08.8,,,-56.97375488,,,,,,
Slc17a7-IRES2-Cre;Ai14-498905.03.02.02,9.488780235,5.688017887,0.599446688,4.15340229,0.437717197,11/25/2019,Mouse,P8S4_191125_356_A01,lindsayn,Cortical,VISp,L5,990340884,Pass,7390,0.584953863,0041 L6 IT CTX Glut_2,L6 IT CTX Glut_2,L6 IT CTX,manual_passed,TRUE,TRUE,12.40980745,88.314,3.413365061,-31.22291756,40.11875153,3.051450559,0.034077257,4.86796,-49.25625229,-69.95161514,,-49.80624771,,1.02356,-40.74791336,0.656,-33.98749924,,4.8291,0.50312,,,0.61414,117.2186211,0.6111,-39.28749847,4.82852,-83.90000153,110,710,4.86796,40.40417099,-42.72500229,0.50592,4.831753333,,,108.25,,0.50362,-70.38749695,0.21,09:34.5,0.61164,,-49.2562561,0.03756,-42.20000458,3.333553718,,41.03125381,0.036033801
Calb1-IRES2-Cre-neo;Ai14-448130.02.02.01,4.894559853,2.822691615,0.576699785,2.144231048,0.438084549,3/13/2019,Mouse,P8S4_190313_353_A01,lindsayn,Cortical,VISp,L6a,836811672,Pass,8460,0.693401184,0041 L6 IT CTX Glut_2,L6 IT CTX Glut_2,L6 IT CTX,manual_passed,TRUE,TRUE,26.65146618,118.5171429,3.220259754,-31.88541603,35.83359528,3.949528738,0.066313349,2.635953333,-50.51250076,-70.48508987,,-50.30000305,,1.0763025,-38.91041946,0.76254,-33.78125381,,2.569486667,0.50311,,,0.64868,172.5623608,0.6445,-33.15077972,2.568906667,-92.6625061,50,780,2.635953333,42.06875229,-42.16875076,0.5055025,2.574586667,,,51.75,,0.503585,-70.69532013,0.18,57:32.5,0.64502,,-50.51250076,0.05362,-38.20000076,4.522200306,,42.00000381,0.138396096
Vipr2-IRES2-Cre;Slc32a1-IRES2-FlpO;Ai65-548440.04.02.02,7.512385917,5.110803455,0.680316947,3.292486224,0.438274373,10/8/2020,Mouse,P8S4_201008_354_A01,lindsayn,Cortical,VISp,L2-3,1055417221,Pass,7915,0.665321452,0817 Sst Gaba_15,Sst Gaba_15,Sst,auto_passed,FALSE,FALSE,45.48721428,77.17090909,2.062284927,-32.42708206,31.09375191,2.055131972,0.094220869,3.875923333,-51.0833346,-67.31078339,,-53.75,217.700592,0.895845,-50.61458969,0.663185,-36.625,,3.862035,0.503085,,0.042794509,0.648025,237.499848,0.64628,-40.59375,3.861613333,-96,70,590,3.875923333,30.07291603,-56.21875381,0.50475,3.863371667,9.31639,,84.08333588,,0.50343,-67.03125763,0.307407407,24:49.2,0.64667,1.53054144,-51.08333206,0.04844,-52.96875,2.241145074,,33.62500381,0.047963694
Ctgf-T2A-dgCre;Ai14-495724.03.01.02,2.240006907,1.625070776,0.725475788,0.983697873,0.439149482,11/8/2019,Mouse,P1S4_191108_002_A01,kristenh,Cortical,VISp,L6b,978638200,Pass,7883,0.767417041,0428 L6b CTX Glut_2,L6b CTX Glut_2,L6b CTX,manual_passed,TRUE,TRUE,,,2.202802184,-32.48124695,25.61249924,4.566845885,,3.228353333,-44.35208384,,,,,1.16688,-36.10416412,,,,3.161626667,0.50345,,,,,,-33.48749924,3.160946667,,,640,3.228353333,29.20416832,-123.6187515,1.00575,3.16752,,,66.58333588,,0.50405,-136.6062622,,07:10.5,,,-44.3520813,,,,,,
Rbp4-Cre_KL100;Ai14-471971.04.02.01,5.103534362,2.989144613,0.585700889,2.25414326,0.441682783,7/2/2019,Mouse,P8S4_190702_353_A01,lindsayn,Cortical,VISp,L5,898946846,Pass,8892,0.753819131,0068 L4/5 IT CTX Glut_1,L4/5 IT CTX Glut_1,L4/5 IT CTX,manual_passed,TRUE,TRUE,,,3.230750994,-35.71041489,31.48125076,3.008249968,,2.442806667,-59.14166896,,,,,0.65824,-48.8583374,,,,2.39552,0.50312,,,,,,-40.13124847,2.39502,,,570,2.442806667,33.79791641,-53.125,0.50548,2.397513333,,,47.41666794,,0.50354,-73.94999695,,21:57.5,,,-59.14166641,,,,,,
Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-508719-Ai65.09.09.01,8.962709043,5.380342897,0.600303197,3.973714366,0.443360857,2/4/2020,Mouse,PFS4_200204_704_A01,jessicat,Cortical,RSPd,L2-3,1005025967,Pass,4990,0.514006433,0342 L2/3 IT RSP Glut_1,L2/3 IT RSP Glut_1,L2/3 IT RSP,manual_passed,TRUE,TRUE,9.629955807,269.56,2.724735319,-38.71667099,33.70625305,2.552981337,0.031313758,9.54952,-52.96875254,-77.19176483,,-57.41250229,,1.27652,-48.64166641,0.67506,-42.40625381,,9.49614,0.50312,,,0.61246,80.71876317,0.61058,-40.61875153,9.495693333,-85.61249542,200,999.999939,9.54952,32.3666687,-52.91875458,0.50508,9.497666667,,,225,,0.50354,-76.55000305,0.090000006,30:15.5,0.611,,-52.96875,0.03912,-51.56250381,2.751586678,,34,0.472404793
Ntsr1-Cre_GN220;Ai14-473970.03.02.03,4.06914072,2.66460405,0.654832121,1.819843673,0.447230459,7/12/2019,Mouse,P8S4_190712_353_A01,lindsayn,Cortical,VISp,L6b,904709665,Pass,8697,0.794692103,0437 L6 CT CTX Glut_1,L6 CT CTX Glut_1,L6 CT CTX,manual_passed,TRUE,TRUE,17.61176757,95.38,2.949834478,-32.25416565,48.71249771,2.82953382,0.170025051,3.6125,-52.16250229,-69.77447357,,-49.34375381,,0.5978,-41.06458664,0.61432,-36.15625381,-49.34375381,3.5656,0.5032,0.61432,,0.56994,188.562423,0.56734,-44.83124924,3.565073333,-91.34375,80,509.9999695,3.6125,48.3125,-47.86249924,0.50572,3.56782,,,76.66666412,,0.50364,-70.53749847,0.145000004,25:28.3,0.56782,,-52.1625061,0.02572,-43.03749847,3.169896517,,48.10625458,0.094922336
Scnn1a-Tg1-Cre;Ai14-442954.04.02.02,5.148286836,3.039414292,0.590373922,2.30926634,0.448550443,2/18/2019,Mouse,P8S4_190218_355_A01,lindsayn,Cortical,VISp,L2-3,824923819,Pass,10780,0.747315445,0109 L2/3 IT CTX Glut_2,L2/3 IT CTX Glut_2,L2/3 IT CTX,manual_passed,FALSE,FALSE,9.844070191,72.97666667,4.222730298,-29.54374886,52.46875,4.152401649,0.002042381,4.600673333,-46.2791659,-73.04670143,,-48.09999847,125.303544,1.58394,-36.91666794,0.83726,-31.48124886,-48.09999847,4.560053333,0.50326,0.83726,0.078572087,0.79304,92.28122979,0.78998,-37.51874924,4.559593333,-83.58750153,110,1010,4.600673333,53.57708359,-41.48125076,0.50542,4.562486667,9.845361,,101.5416641,,0.50368,-73.31874847,0.240789474,28:49.7,0.79044,1.843396096,-46.27916336,0.06626,-38.26250076,4.375435208,,50.23125076,0.032683238
Gad2-IRES-Cre;Ai14-471960.07.02.01,5.739249509,3.673322917,0.640035411,2.580447283,0.449614062,7/2/2019,Mouse,P8S4_190702_351_A01,lindsayn,Cortical,VISp,L2-3,899368360,Pass,8419,0.762233699,0111 L2/3 IT CTX Glut_2,L2/3 IT CTX Glut_2,L2/3 IT CTX,manual_passed,FALSE,FALSE,16.58416257,124.2028571,4.083910148,-42.11249924,43.72291565,3.796360267,0.005505345,7.571386667,-56.28124873,-80.2925827,,-55.45000076,94.441064,0.970433333,-48.1333313,0.71362,-42.46249771,,7.52538,0.503166667,,0.108524667,0.6658,78.12492549,0.66278,-48.15416336,7.52486,-89.66874695,180,1160,7.571386667,45.44166565,-51.71875,0.50586,7.527793333,10.249185,,175.7083282,,0.503626667,-80.89374542,0.145,19:27.9,0.66328,3.692995328,-56.28125,0.067,-47.84999847,3.890878266,,45.17499924,0.057885107
Slc17a7-IRES2-Cre;Ai14-499062.05.02.01,11.90256493,7.513922815,0.631286018,5.358228295,0.450174255,11/26/2019,Mouse,PAS4_191126_454_A01,ramr,Cortical,VISp,L5,990599962,Pass,8100,0.784545747,0368 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,11.21875469,60.69875,3.033709723,-42.35625076,31.54375076,3.173066986,0.255438328,3.98074,-54.33958562,-66.94151459,,-55.44375229,,1.1109,-47.86874771,0.62756,-42.90000153,-55.44375229,3.93778,0.50302,0.62756,,0.57366,117.8125367,0.57146,-45.51250076,3.93734,-79.73124695,90,540,3.98074,35.05416489,-50.25625229,0.50492,3.939546667,,,86,,0.5034,-68.17499542,0.33,08:43.4,0.5719,,-54.33958817,0.02726,-47.79999924,3.401719463,,34.59375,0.031413619
Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470557.04.02.01,7.122607483,4.667259082,0.655273942,3.222275938,0.452401167,6/21/2019,Mouse,P8S4_190621_354_A01,lindsayn,Cortical,VISp,L4,892598316,Pass,8016,0.759598525,0803 Sst Gaba_10,Sst Gaba_10,Sst,manual_passed,FALSE,FALSE,26.29945787,49.15368421,1.906234827,-34.97499466,26.51499939,1.913190496,0.13246277,2.394393333,-48.49166489,-62.01680899,,-53.95624924,271.17648,1.30498,-52.47082901,0.73086,-37.06874847,,2.393013333,0.503144,,0.044063113,0.73076,335.8750045,0.7291,-36.55874634,2.392586667,-98.15000153,40,360,2.407893333,27.91874886,-54.87999725,0.5048,2.39428,11.94888,,47.375,,0.50352,-62.72624969,0.475,49:00.8,0.72952,2.146699648,-52.53125,0.02662,-53.90625,1.940744574,,30.78125,0.029663401
Rbp4-Cre_KL100;Ai14-471972.04.02.01,5.222150953,3.406834274,0.652381424,2.379544986,0.455663769,7/3/2019,Mouse,P8S4_190703_353_A01,lindsayn,Cortical,VISp,L5,899674024,Pass,8984,0.795300274,0367 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,,,3.516399461,-49.02500534,41.39374924,3.793926563,,4.225153333,-58.90625254,,,,,0.611913333,-52.81875229,,,,4.155773333,0.502926667,,,,,,-51.47708511,4.155313333,,,810,4.225153333,44.78750229,-57.49792099,0.505106667,4.157873333,,,91.41666412,,0.50334,-78.38541412,,22:39.7,,,-58.90625,,,,,,
Nkx2-1-CreERT2;Ai14-465343.03.02.01,10.02287512,6.527834247,0.651293583,4.577520317,0.456707308,5/22/2019,Mouse,P8S4_190522_352_A01,lindsayn,Cortical,VISp,L2-3,873587758,Pass,7825,0.733485472,0742 Pvalb Gaba_3,Pvalb Gaba_3,Pvalb,manual_passed,FALSE,FALSE,6.925623769,34.12307692,1.761305589,-31.87656403,25.92499924,1.625919008,0.02031666,9.022085,-53.91562462,-73.37966215,,-57.29375076,143.354144,1.56424,-53.88749695,0.63408,-36.13750076,,9.0191,0.50308,,0.121323552,0.63368,105.9062183,0.6319,-41.89999771,9.018665,-85.09999847,190,570,9.0923,16.54062462,-61.75,0.50502,9.020655,17.392234,,213,,0.50344,-73.91874695,0.685,11:50.6,0.6323,1.586908928,-54.4375,0.07608,-57.08124924,1.724546289,,20.13749886,0.006639547
Vip-IRES-Cre;Ai14-538644.10.06.01,2.852525437,2.721570571,0.954091605,1.303015218,0.456793549,8/12/2020,Mouse,PAS4_200812_451_A01,ramr,Cortical,CTXsp,CLA,1042548479,Pass,6782,0.757673552,0643 Vip Gaba_5,Vip Gaba_5,Vip,auto_passed,FALSE,FALSE,,,,,,,,,,,,,865.085632,,,,,,,,,0.006787727,,,,,,,,,,,,,,5.8719655,,,,,,,,,2.237115136,,,,,,,
Gad2-IRES-Cre;Ai14-473603.04.02.03,5.502183903,3.0371017,0.551981132,2.520918049,0.45816681,7/9/2019,Mouse,P8S4_190709_354_A01,lindsayn,Cortical,VISp,L5,902311705,Pass,9352,0.815098037,0365 L5 ET CTX Glut_3,L5 ET CTX Glut_3,L5 ET CTX,manual_passed,TRUE,TRUE,15.98596266,77.86909091,3.717764198,-42.6333313,42.05000305,3.799898759,0.20207262,4.02406,,-69.38397903,,-45.68124771,,0.5054475,-45.12708664,0.57302,-44.20000458,,4.02196,0.5030875,,,0.57284,118.7812015,0.57038,-45.41719055,4.0215,-82.66875458,100,730,,44.27708817,-48.44140625,0.5052525,4.023846667,,0.512442857,88.08333588,-48.01428822,0.5034975,-48.53359222,0.157009346,21:22.4,0.57086,,-45.27500534,0.03214,-45.61875153,4.012871005,,44.08749771,0.052305796
Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-471380.04.02.02,5.407828722,3.132209044,0.57919901,2.478459407,0.458309524,6/27/2019,Mouse,P8S4_190627_355_A01,lindsayn,Cortical,VISp,L5,896110766,Pass,9665,0.808259987,0371 L5 ET CTX Glut_4,L5 ET CTX Glut_4,L5 ET CTX,manual_passed,TRUE,TRUE,,,2.856739359,-32.90833282,45.12708664,3.029713339,,3.128013333,-50.36041896,,,,,0.57408,-41.35208511,,,,3.080473333,0.503233333,,,,,,-40.23958206,3.079993333,,,460,3.128013333,49.9229126,-47.66458511,0.505153333,3.082273333,,,64.58333588,,0.50364,-64.39167023,,19:47.5,,,-50.36042404,,,,,,
